>> randmatr(99,99,9999,mid)
	Ans:
	 -2499	 9063,700	 -2459	 1298,700	 4676	 9673	 -4599	 -4636	 1034	 -6761	 -9990	 -1474	 -8151	 9492,200	 9787,150	 5645	 2325,550	 3354	 -9473	 6392,450	 7507	 -2436	 9308,800	 -599,700	 -7788	 6879,450	 -9430	 3150	 1396	 -9551	 -2885	 2736,900	 6345,600	 -6009,850	 4060	 -3352,950	 -2939,200	 -1547	 -1470	 -7311,050	 -3760,100	 -3232,450	 -6975	 7227	 -4737	 5337,800	 5352	 6856,500	 -2456,300	 1925,700	 3010,150	 -3357,950	 -345	 6545,900	 -5098,050	 4087	 5614,800	 7039	 -1715,950	 -7034	 -5275	 -4059	 -6156	 6142	 8341,800	 -9704,400	 6776,550	 1545,550	 5999,950	 -8936,400	 -3222	 -9589	 6233	 3750	 4811,150	 -8045	 -7471,100	 6905	 9585	 3609	 9773	 124,500	 -8417	 -9039,400	 1607,700	 8202,550	 7556,900	 6522,650	 4048,100	 3084,850	 3407	 -8483	 -4198,950	 -9768	 -1733	 -254	 -9368,200	 -8934	 -2249,200
	 2441	 -6288,050	 -9839	 6191,850	 4921,900	 6058,350	 -8772,400	 3531	 -999,450	 -7290	 2132	 -6054,800	 1400,700	 109,750	 6882	 -4970	 -432,250	 6032	 -353	 -607,700	 -169	 7377,400	 -3942,450	 8685	 5061,800	 -9768	 -1428,900	 -2416	 7210	 -6212,850	 -6222,300	 -8166,250	 5105,350	 4814	 4545	 9523,100	 2926	 4273	 4906,750	 -276	 9713,750	 -7256	 -9444,700	 -2393,700	 5333	 6292	 2853,450	 223,150	 3257,750	 -562	 9261	 -7938,650	 5589	 -3172,350	 8033,100	 -5487	 -9317,500	 295,750	 -9883	 -1581	 -1230,800	 2921,050	 -3887,600	 3811	 5996,200	 6735,650	 -8783	 -4005	 2228,700	 5724	 5999,550	 -7880,150	 -6963	 750	 -4051,950	 -2624	 -8748,700	 -1944,600	 -2374,700	 -5039	 8473	 7970	 4380	 -1061,800	 1941	 5476	 9459	 4160,500	 -2887,450	 -743	 9434,250	 -7629,100	 -8595	 888,350	 5824	 -1372	 9431	 -9201	 7812,400
	 7215,950	 5171,350	 2640	 3944,900	 -8848,350	 -8586,500	 -7273,250	 -4306,150	 -5564	 1909	 6149	 -9212,050	 1218	 -3387	 -3750	 -806	 970,300	 5375	 -953,650	 -352,500	 3845	 -9478,350	 9299,450	 9600	 5341,400	 -6339	 9823,800	 -3482	 4426	 -2832	 -9301	 -6638,700	 4249,650	 -4323	 17,300	 6205,450	 9592,400	 -1990	 -7171,150	 6836,650	 195	 4926	 9878,300	 8234	 4092	 -6929	 2834,950	 5840,150	 115	 527	 7591	 -7507	 3681,750	 -5644,850	 -7663,850	 -85,900	 -4966	 5507,350	 -8018	 4658,550	 -5959,900	 1523,300	 5639,700	 1390,350	 -9268	 -7631	 -1251	 -8604	 5686	 9838	 -3500,650	 -786	 -576,150	 5901,950	 223	 -4706	 -5070,700	 370,050	 3355	 7527	 2466,100	 -6707	 8624	 9603	 814,650	 2468	 -6880,250	 -975,200	 -5937,600	 -8538	 -7153	 2712	 8103,750	 -1495	 3456,050	 -6931	 -4006,500	 1699	 -1254
	 2397	 6258	 878,350	 -6407,700	 8572,200	 -6631	 1549	 2961,200	 9842	 -5557	 -8716	 -6371,550	 -8340	 1381	 3959,900	 -9760	 -6574	 2539,550	 -7752,200	 2381,200	 8060,600	 -6912	 -6292	 4273	 -7743,500	 -1805	 932	 3732,850	 -9683	 -1802,950	 -8923	 2065	 -502,650	 9855	 -4797	 -8505	 9701	 2882	 -7187,750	 1800	 -4555,800	 -4156	 1957,900	 -7210	 2958	 602,150	 336,600	 -5764,250	 363,750	 9430	 -2266,200	 -50	 3754	 3937	 5231,400	 7602	 -2887,900	 9941,200	 -8438	 936	 8940	 7450	 1983	 -3965,150	 -6495	 9861	 102	 -1743,800	 9554	 -8448	 -2005,150	 1498	 -5539	 7965,850	 5042	 6414,700	 -3404,900	 -2614	 -9132,300	 -753,450	 -6089	 -1534,200	 2751	 -2123	 -8439,450	 2735	 2941	 -3210	 -3530,050	 6161,450	 -3786	 7535,050	 -8242,050	 8936,750	 3108,750	 -3625,400	 -1125,900	 -2372,700	 -784,550
	 5710,150	 373,050	 8813,450	 5888	 -9013	 1187	 -1609,300	 2808	 9650	 -8690	 5622,550	 -2237,400	 3863	 -2231	 6147	 -5968,600	 3559	 -1213	 -6979	 789	 1527	 -1989,100	 9978	 -3104,500	 -2869,300	 1711,600	 6040	 3469,550	 -9673,250	 6837	 5590,150	 5645,950	 -7396	 -7186	 -6906,700	 8891	 6500	 -5025	 -3434	 281,100	 -9668	 2538	 -1031	 -9873,150	 9759	 8977	 -8366,300	 -5666	 2869,800	 7719,650	 8874	 2901	 -9627,350	 -8965	 7949,800	 4927	 7572,600	 -4989,150	 3466,350	 5535	 -225	 -1475,350	 -9591	 -4904	 7712	 9069	 -5087	 -3861,150	 -5298,500	 -6647	 -3060,150	 -1641,900	 -7890,500	 -4463,450	 -6033,850	 -2924,050	 4814,050	 -8961,200	 -143,250	 -4422	 3278	 8747,350	 -1948,850	 -3299	 -6130	 -418	 -6805	 -5930,950	 4096,500	 -5758	 -9626,550	 -1646	 4377	 -1913	 -3925,700	 -1020	 -7018,850	 -3995	 31,900
	 6622	 -4200,850	 5154	 2079,850	 6937	 -2423,350	 -1493,750	 -6834	 870,800	 6240	 7035,250	 4655	 -8036,600	 -3024	 -6515,300	 5092,200	 6033,350	 7677	 -4437,400	 8511	 -6361	 2437	 1500,700	 3488,750	 -9321,750	 4683	 5827	 -2951,100	 -2438	 6631,150	 -1734	 -7436,150	 2322,050	 6681	 3645	 5801,400	 -1954	 -8604,100	 -4279	 8256,800	 -9962,200	 3708	 -7230	 -8104	 -6904,300	 4003	 7892,900	 -5536	 4291,650	 -4305	 -8122,300	 9510,100	 1647	 -8038	 -8480,300	 -9752	 4084,450	 5263	 -8679	 1382	 -6925,700	 6302	 -8582,400	 -1900	 1325	 4036,800	 -354	 -3708,300	 -1045,250	 3416	 646,350	 3195,450	 -7510	 2468	 9872	 2590,500	 -2887,300	 -4625	 5419,300	 -6332	 7539,200	 -6817,500	 -4455	 7736,150	 -2085,450	 -1213,400	 4782,300	 -8098	 6109	 -2167,150	 6539,700	 -6159,150	 2840	 -7833,650	 -4938	 6841,550	 -9046	 7480	 -5345
	 -769,400	 5314,550	 -8189,400	 9072,300	 -2681	 8659,200	 6480	 -1058,750	 -3961,350	 3808,600	 -3799	 107	 -3618,700	 7638	 9886,400	 827	 -6208	 -2799,600	 8912,600	 663,300	 6656	 3364,300	 4374,900	 -1015,300	 -972	 -7593,700	 -9947,550	 5965	 -3280,050	 889	 2677	 -6024,400	 923	 -5722,800	 6184	 -7765	 8476	 4621,600	 1537,200	 -7344	 -7065	 7759,550	 8813,400	 -273,950	 5570	 5373	 -6824,700	 2352,250	 461	 2326	 -8654	 -9460	 -7208	 -5336	 271	 4799,200	 4515,100	 8657,400	 -5421,450	 -8811	 -3482	 -3700,350	 4468,950	 -157	 -8579,850	 -2385,450	 -9280	 9934	 -3840,400	 5213	 -1613,500	 8908	 -1495	 -8551	 -4101	 -1100	 -3378,950	 3572,950	 -8854,200	 8241	 5839,650	 -2698	 1212	 -9077	 -8214,550	 4149,800	 -2580,050	 1905	 3963,600	 -7043,800	 -7726,150	 1197	 9003,350	 -9039	 -2	 4545,850	 7639,500	 -5146	 7280,100
	 3675,300	 4614,700	 7164	 -4141	 3929	 5626	 -1612,250	 3608,500	 -7769,450	 461,600	 242,050	 -4236	 -6764,850	 -3541	 449,450	 2903	 -3417	 -8560,350	 -5578	 7364	 3120	 248,700	 -5751	 4699,250	 3004	 -5949	 382	 -8166	 3555	 -3495,800	 6394	 -1444	 9775	 5981	 -7780	 3993,150	 5406,750	 -2045,150	 6246,650	 4696,350	 7415,050	 6689	 1680	 5982,400	 -8189	 -9595,800	 -2470	 -6817,050	 -6327,150	 9005,400	 -348	 4420	 9287	 8584,650	 2207	 -8417,600	 -6716	 -8239,950	 -5063,950	 1093	 8642,200	 -1951	 6638	 -8829,150	 -7496	 3408	 265	 7160,100	 5618,150	 -6953	 -20,650	 1638	 -1613	 6694,650	 -4391,250	 -9128	 -8680,200	 446	 -5135,500	 4318,850	 -7146,450	 -5685,500	 -1278,900	 8794	 2398	 -345	 347,200	 -6072	 -8499,950	 5589	 -7023	 -9424,600	 1014	 8560,250	 -2888,050	 -1182	 -2806	 -5819,650	 2454

>> det(Ans)
	Ans:
	 21474836

>> randmatr(99,99,9999,int)
	Ans:
	 -8692	 -5449	 5062	 5487	 144	 4942	 216	 9756	 9767	 -1576	 -490	 -3213	 -6543	 4297	 -862	 -7266	 -8103	 5100	 -2132	 -2832	 -2492	 -7535	 -1606	 7212	 167	 2418	 9965	 -7111	 -649	 8334	 5731	 9716	 6577	 -1284	 3644	 2728	 -1006	 -850	 3314	 -2843	 61	 -6971	 2835	 5481	 -3513	 -6031	 -568	 7873	 -8055	 4427	 5645	 3697	 7549	 -410	 8842	 5384	 6691	 3379	 5970	 -7154	 7516	 -5671	 -2220	 6486	 -9770	 -6972	 7141	 -9983	 8340	 25	 -5380	 350	 -6917	 -6717	 1122	 1315	 -1556	 -2312	 -7761	 -9761	 -9376	 5612	 -8221	 -7917	 170	 -2847	 -6928	 -5483	 7672	 1420	 5731	 9078	 4603	 -3846	 -7108	 8559	 -269	 1904	 -688
	 8791	 8530	 9193	 4311	 -5775	 8099	 2289	 -4878	 -9020	 3291	 -8387	 6046	 8512	 -8832	 -1678	 6740	 1609	 -9694	 9224	 8929	 8071	 -887	 -2086	 -4931	 -5661	 3025	 8946	 -5283	 -8825	 4299	 5832	 4830	 4647	 94	 -9225	 8675	 3810	 4632	 -5676	 -5230	 -4198	 -544	 6518	 -8000	 1544	 2124	 -2442	 21	 763	 8201	 -4308	 5031	 3762	 3954	 -7204	 -9795	 9187	 7909	 -6083	 -2656	 1966	 -1715	 -3848	 -8266	 -6328	 245	 -5724	 5670	 8745	 2082	 5863	 7875	 -5641	 2580	 6965	 5708	 -934	 3235	 -9058	 -4940	 6072	 8417	 7667	 8816	 523	 4212	 8095	 -1042	 -2893	 -7645	 -9990	 -388	 -5801	 -459	 -5162	 -1147	 -6201	 4385	 2517
	 -4511	 -7243	 4357	 -8368	 -6183	 -9941	 3280	 -4549	 -5928	 7420	 -3683	 -8997	 9194	 5965	 3826	 7903	 -373	 485	 -1899	 -3515	 6936	 4587	 -2320	 -9434	 4431	 4974	 -7186	 -708	 8266	 1157	 -7388	 4533	 6129	 -1879	 9507	 5621	 2227	 3750	 -105	 1573	 7087	 283	 1136	 -7540	 -1399	 9608	 4621	 -3803	 6761	 -4051	 2160	 -5205	 8726	 6233	 -1317	 4981	 3096	 -1532	 -1888	 -7875	 2732	 -8583	 1214	 -6511	 3965	 5151	 4348	 7142	 -3307	 -8682	 -3756	 -3808	 -5323	 -5620	 -3708	 -5492	 8230	 758	 2320	 -199	 -7447	 1352	 -1611	 2565	 4083	 -5145	 -6107	 5369	 4602	 -5858	 4093	 -4064	 8132	 6131	 -812	 9578	 9300	 -3339	 4093
	 -8150	 3435	 6269	 4376	 -9412	 8489	 -9785	 5091	 8103	 6756	 -3392	 -1233	 8837	 424	 -9749	 6371	 5573	 -877	 -3435	 821	 -1781	 9964	 -29	 6437	 -6889	 916	 4097	 9729	 7952	 -3052	 7436	 -3021	 7773	 5014	 7350	 -7668	 620	 8732	 -2208	 6432	 8251	 6513	 -8361	 137	 -3292	 7963	 -2718	 405	 4371	 -7483	 -9114	 -3779	 1054	 -8467	 -9329	 -8771	 -9407	 537	 -2309	 -3255	 -8386	 1786	 -1287	 -6101	 -3630	 -990	 -8868	 -3111	 -4104	 -4021	 7336	 -9319	 -8714	 8436	 6459	 -4057	 5494	 4987	 5146	 -8365	 7818	 6676	 -4166	 1335	 4095	 -2695	 -9093	 3331	 9675	 6898	 -5780	 -3649	 9332	 9332	 -2355	 3025	 -1460	 1716	 9603
	 1320	 -6084	 7983	 5020	 545	 -2844	 -7991	 1665	 3034	 -3615	 -3395	 -3426	 -4828	 -8378	 3954	 -1971	 -7844	 -3079	 250	 3531	 -228	 791	 2796	 2271	 -6617	 -1439	 -8690	 1782	 9447	 5673	 -3163	 -7213	 -1852	 -754	 1505	 -6320	 -3036	 -3284	 -9806	 -3326	 -5394	 5069	 -8712	 -8701	 2235	 1861	 7825	 7783	 -5327	 123	 -7380	 2799	 8118	 3286	 1353	 3059	 2893	 -6666	 6202	 8536	 -207	 -4316	 9170	 -3687	 -3104	 7674	 -882	 -1460	 9977	 4005	 9384	 -6419	 -5802	 2158	 -6067	 8029	 -2728	 3538	 9085	 -793	 5132	 1974	 5264	 -7407	 9855	 -9785	 -1534	 6773	 -3337	 -2814	 4837	 9661	 -8139	 -5961	 3306	 -5962	 -3155	 -4629	 1030
	 -2056	 -5387	 -6461	 -5653	 6005	 -5298	 -1410	 3933	 -8569	 86	 -5898	 -2958	 -4702	 -4712	 81	 -8046	 9638	 8767	 -1882	 -9753	 -6075	 -5302	 1062	 942	 -9280	 9243	 -200	 7314	 -4371	 4784	 -6954	 1898	 -935	 -8245	 2583	 -1853	 -7063	 2363	 -3959	 -1757	 4082	 -7026	 1983	 -4301	 -1957	 2654	 8048	 -1312	 -8258	 4312	 1815	 -4538	 1691	 1733	 6223	 6709	 -4445	 970	 -3343	 1436	 9169	 -2230	 5111	 -7353	 -1364	 -5971	 -1547	 -2891	 -2417	 5790	 2335	 -561	 3463	 -7154	 -9862	 4955	 3518	 5763	 7139	 -1982	 -9006	 -9992	 -5816	 2973	 -4728	 8745	 -7837	 -6629	 -4229	 6118	 8960	 -8224	 8751	 -9127	 -6154	 7282	 8670	 -3314	 -9213
	 -9251	 -8782	 9949	 -8142	 8793	 3917	 8357	 4571	 6796	 1982	 4417	 2932	 8360	 -7992	 -3200	 -9052	 4184	 4228	 -552	 9504	 -3245	 5197	 3455	 2761	 8992	 7075	 9936	 8543	 -5288	 7186	 -6528	 8836	 6713	 2029	 -4824	 -9041	 4340	 3631	 2044	 7884	 -3518	 2976	 4942	 6983	 -1684	 -4863	 1455	 458	 -9524	 3838	 1796	 -2068	 7862	 -631	 6060	 -8160	 -8005	 -6953	 9332	 -310	 -4445	 -6074	 -2489	 3754	 -9271	 8966	 1174	 8369	 3933	 -3398	 -2559	 -2198	 -1265	 5420	 -9559	 3488	 -4021	 4693	 -72	 -1514	 -4350	 1434	 4495	 9076	 8425	 -10	 959	 8745	 -3376	 -5624	 -5288	 -1895	 3964	 -8921	 7183	 -4126	 1532	 590	 -3975
	 -9387	 -6675	 9610	 -8785	 -9291	 8941	 -7285	 -3954	 940	 3263	 2177	 5744	 8000	 3370	 7761	 -1498	 -5550	 -8522	 4414	 -6254	 835	 9353	 5171	 -9244	 -883	 -5556	 9006	 -2992	 6995	 -9172	 -1086	 -9815	 2405	 -779	 4202	 -9702	 -9815	 -665	 -7170	 9178	 8788	 -4785	 4494	 -6616	 3958	 -394	 -6679	 3525	 -1667	 6916	 115	 -1782	 -8701	 5977	 -1454	 -6065	 -8284	 -6344	 -3031	 -6484	 -2324	 8207	 8256	 -4506	 -7922	 7355	 3646	 -5991	 540	 -9808	 3411	 -5198	 -898	 4322	 7180	 6648	 3084	 -9927	 9709	 -463	 -4298	 -7922	 4156	 -8997	 5200	 -4700	 4204	 -9738	 -7288	 -2750	 -1166	 -3870	 9508	 -8882	 9092	 9179	 1976	 5554	 4918
	 1190	 5356	 6017	 1876	 5663	 -6771	 9844	 -7373	 -7945	 -1338	 2668	 -4013	 3270	 -4868	 7291	 7667	 -8814	 516	 7828	 -8953	 -1957	 5902	 -8329	 -6184	 3048	 -7587	 -225	 -3107	 2858	 3881	 -8201	 -4328	 2329	 -8988	 -3254	 509	 -2432	 -6547	 -7881	 3294	 -2799	 316	 -5077	 -9998	 9723	 6706	 -3541	 5315	 4938	 4163	 9466	 -5235	 -4362	 6229	 975	 2186	 2121	 -3087	 -2872	 5975	 -3460	 -590	 7294	 -3795	 -3308	 -4780	 3922	 6557	 9614	 -341	 -8123	 -51	 -5845	 -1205	 6432	 4752	 -1328	 -5069	 -7389	 9776	 -4845	 -6959	 205	 -9559	 -5796	 8934	 -1346	 -3995	 6724	 -8568	 -6214	 -1644	 -2369	 5429	 -5459	 6438	 -5549	 569	 -8098
	 7335	 9461	 -9009	 -5432	 4873	 7825	 -4236	 -3691	 9731	 6157	 -3362	 8475	 -8788	 -3931	 56	 -2192	 -9859	 -4541	 3726	 4440	 -5164	 -3351	 4567	 -2034	 -2409	 4943	 4469	 390	 -2109	 3812	 -6945	 4035	 317	 3573	 -7490	 -331	 -9904	 9349	 -1421	 5610	 -2726	 1006	 3903	 -7948	 1732	 -7109	 5172	 6511	 5520	 -5569	 -6065	 6135	 6472	 3967	 -7614	 -9565	 7626	 -2308	 127	 4123	 -9357	 3147	 5609	 3865	 8232	 -7521	 6855	 -4995	 -9394	 -5536	 83	 4793	 -6099	 6325	 -8048	 7162	 4884	 6433	 -8564	 -9288	 -4585	 7210	 677	 6415	 -7336	 3923	 -9300	 4444	 -3349	 9500	 -2518	 -9494	 -4686	 -1880	 6649	 1314	 -828	 -8977	 -9088
	 -3939	 2586	 6883	 3382	 6148	 -3327	 6009	 -7932	 -963	 -9889	 2745	 6007	 -6344	 -1562	 3711	 -7988	 -5344	 -170	 -9193	 -7642	 -9316	 5933	 7409	 8502	 7861	 40	 3815	 -6400	 3877	 -8323	 -6379	 -2544	 -9696	 6632	 6689	 -8359	 1240	 -5465	 -3758	 9507	 4861	 -7773	 7731	 6209	 1133	 -9413	 5416	 -2895	 3742	 -5206	 -1172	 9527	 7208	 3678	 -4125	 2461	 -8860	 2438	 -8129	 -8568	 -7187	 4839	 4513	 1827	 6493	 -4030	 3698	 2851	 3354	 -5338	 2001	 6410	 9358	 -4104	 6791	 -9449	 -9829	 7824	 8136	 5384	 -8109	 5491	 8004	 985	 -5609	 3872	 5770	 1338	 9973	 6584	 2600	 -3801	 4334	 -6594	 -6978	 -6414	 9004	 9682	 -4154
	 9636	 -5066	 -6187	 -1436	 9701	 5345	 5099	 9439	 -5234	 2716	 -6302	 9761	 -9294	 9460	 6709	 -4963	 4391	 -5143	 -9870	 8402	 236	 1756	 4984	 2130	 3577	 -4196	 7862	 -6205	 -6830	 -2861	 -9064	 -7435	 4025	 23	 -5330	 -1990	 4013	 -695	 -2390	 -1058	 -7151	 4342	 -8083	 3019	 505	 -9224	 -9204	 9184	 -6413	 -1572	 4539	 -5499	 -7212	 9700	 5545	 4520	 2390	 -3081	 -453	 -7928	 -6441	 9441	 -9809	 3162	 7237	 1709	 7191	 723	 9583	 1946	 4463	 6938	 3090	 7922	 3960	 -6778	 9969	 -9067	 3386	 -6850	 869	 -7932	 1517	 -1770	 1569	 5907	 3550	 -1100	 -6847	 5907	 -9266	 -6071	 6931	 -6978	 -6559	 -9796	 4472	 4562	 -5038
	 -8101	 5177	 3779	 -5565	 -6922	 -889	 2336	 -8320	 1024	 1189	 7628	 4131	 8949	 4284	 -5187	 6649	 6190	 -6492	 -565	 -1369	 1592	 -8398	 -9279	 9738	 1539	 -3672	 -2137	 -4579	 7882	 4692	 2076	 6530	 3045	 -4014	 -4325	 3504	 9638	 5898	 6149	 4880	 -9820	 7315	 7967	 -7587	 8804	 -92	 -2274	 541	 -8574	 290	 9358	 -3261	 -6755	 -2770	 -4783	 -8982	 -6575	 -7691	 -3855	 -2160	 5411	 5406	 9113	 -8228	 -1510	 6544	 -5566	 9336	 -8829	 840	 6316	 -6062	 288	 1731	 282	 -1933	 -8988	 -869	 8828	 7664	 -7578	 3777	 2845	 -2881	 956	 6828	 -9638	 256	 9703	 -5385	 6557	 -7402	 -4609	 2460	 -657	 3218	 6880	 -1357	 -6648
	 -9248	 9106	 -242	 1862	 7378	 4557	 -7797	 -9052	 -2888	 818	 -9052	 3048	 -9792	 -2886	 6412	 -1787	 4281	 5410	 -6985	 -9583	 4478	 2358	 -1174	 3616	 -9990	 7190	 4816	 7682	 2422	 -2309	 -5769	 -2213	 -7806	 -8590	 7947	 -7422	 -5506	 -7448	 40	 6200	 -7532	 -3686	 9234	 -2846	 6918	 -8108	 6630	 -6998	 4976	 -6999	 7767	 -5874	 7136	 -9526	 8026	 -8018	 -7973	 5332	 -5659	 -2258	 -8706	 2724	 3327	 5726	 -6789	 7185	 -3790	 -7287	 -7077	 -2057	 4263	 -1048	 -325	 -704	 5044	 9702	 -3042	 -4402	 -733	 -2964	 -9835	 -7041	 -9031	 -9085	 8209	 500	 9459	 5771	 -9535	 -7135	 -9410	 -5739	 8450	 2617	 -3059	 -6646	 2918	 -3674	 1888
	 9663	 1258	 -8724	 -9242	 609	 -2373	 -8841	 3882	 5981	 8741	 -1462	 972	 -9502	 1989	 -514	 3930	 -7923	 9303	 -8490	 -3808	 -7117	 -9779	 -257	 590	 553	 -9428	 -1656	 4964	 5609	 -518	 4126	 -5099	 7668	 -3355	 -2292	 6430	 -2116	 4280	 -6235	 7997	 7941	 -6207	 6480	 617	 6982	 5752	 -1118	 7938	 6965	 3748	 5440	 -6232	 4300	 -2504	 -3789	 -6365	 949	 -1265	 7718	 -899	 -8233	 -5416	 920	 8779	 -3503	 -2629	 -225	 -1617	 -5381	 -2610	 -4670	 3666	 9149	 5584	 9662	 -5291	 1577	 6883	 1672	 7778	 4188	 -8306	 2359	 -8123	 8423	 -6975	 -8826	 1054	 8232	 9773	 6902	 762	 5989	 2894	 6706	 -3298	 5139	 -9526	 5136
	 -1942	 -1407	 220	 1297	 -6524	 -5278	 3394	 -3204	 7792	 3919	 -7084	 -262	 279	 -2205	 209	 710	 1008	 -9627	 -9712	 -4417	 1012	 -3911	 -7381	 -3095	 -6017	 -7095	 -3451	 781	 -7471	 503	 4327	 -663	 -9594	 -6651	 -7724	 -9780	 -6390	 6264	 1145	 -5937	 -2128	 -3736	 453	 8443	 7841	 -1531	 8378	 2573	 -5885	 -3690	 -1259	 -9187	 8287	 -3464	 9647	 -4913	 3333	 -1837	 4617	 -3639	 -3163	 -8901	 6252	 3552	 8043	 -5000	 5022	 -5363	 -3864	 -8173	 1256	 9128	 6809	 -3447	 7150	 -6232	 -3022	 9722	 -2595	 3911	 -6731	 2758	 -7960	 2036	 9056	 2379	 3034	 -8331	 -3175	 4012	 -2419	 217	 7956	 -4267	 5104	 -2650	 -9581	 -5945	 2606
	 6953	 -3711	 825	 -6508	 144	 -4254	 6478	 8681	 4430	 1845	 9083	 5695	 9833	 1328	 -9087	 1255	 -3389	 682	 -5359	 6093	 -8770	 -6176	 9858	 -3200	 -2698	 -1994	 -2795	 -1127	 6439	 7960	 2225	 7581	 -9678	 4755	 3999	 -1196	 9743	 5498	 4551	 711	 9023	 -7220	 -5709	 8972	 -5160	 -1409	 5959	 -6897	 7450	 -3501	 -4990	 -370	 -787	 -2040	 -2165	 8986	 377	 -6074	 990	 7283	 -4573	 -8747	 4251	 -8370	 -5485	 4960	 -1654	 -1811	 4057	 1985	 4167	 5871	 -1861	 9834	 -5518	 5364	 8078	 4458	 1394	 -6840	 1411	 -4407	 3275	 -6712	 -6566	 -4964	 3364	 5683	 4646	 3512	 -1062	 9390	 5568	 5179	 -5288	 -8719	 -3191	 -4646	 -2938
	 6523	 -3292	 6623	 -3328	 5729	 -8504	 1313	 6386	 5502	 3606	 4093	 8331	 -5907	 -7338	 -2407	 -223	 -8105	 575	 -4060	 -9268	 7729	 7378	 6458	 -2043	 6178	 -2471	 8097	 -159	 8641	 7865	 -3311	 4486	 -8575	 -2182	 -8250	 -571	 -2234	 -9929	 7303	 -4480	 7620	 -4370	 85	 9831	 8876	 1068	 2455	 -7159	 6810	 -2299	 4553	 -6354	 -5263	 -7457	 -9616	 -6286	 8155	 -874	 -4010	 4348	 -2885	 2603	 4316	 -3958	 -2916	 8014	 1017	 8884	 -2659	 -6770	 8214	 2368	 -2346	 -1230	 9099	 208	 9021	 -4424	 -4755	 -8780	 -7720	 -1248	 -9338	 807	 -439	 430	 -8129	 9315	 7956	 -1905	 -8371	 3232	 -7880	 -3918	 5464	 3174	 -6870	 -2569	 -5179
	 -1363	 4673	 852	 -1686	 -6411	 -5666	 -6689	 3554	 9347	 7790	 2577	 -4077	 1537	 6770	 6054	 7864	 6476	 7773	 2291	 2501	 -987	 -2063	 -167	 -1268	 -1403	 6817	 4377	 1524	 3296	 8462	 9711	 695	 2498	 -3190	 462	 4255	 -1808	 -712	 -4545	 -1738	 -7973	 8423	 -696	 -5868	 -9268	 -670	 6822	 -3510	 6036	 2139	 -42	 -109	 -3121	 -7230	 -9838	 1129	 1470	 -7163	 -9532	 -4665	 -5271	 -9889	 -8981	 8731	 2565	 4597	 -642	 8622	 8738	 -7862	 -7421	 2104	 2226	 -2636	 -7803	 8980	 -6509	 927	 -5336	 -8505	 -3436	 -7917	 -9524	 3723	 -9492	 -2954	 3072	 6915	 -1382	 5987	 -4899	 3471	 -3361	 7071	 4026	 -8012	 2283	 -5343	 1739
	 -1540	 7531	 -9407	 3481	 -5317	 -7548	 2474	 284	 -6169	 4698	 804	 -3922	 -4617	 2390	 8162	 -4271	 -3213	 -294	 -2129	 -6510	 -2382	 4361	 -3005	 -7314	 -6472	 -6013	 -834	 6939	 -8107	 4513	 -3645	 -9163	 -1191	 -2197	 -4449	 3645	 7986	 -1955	 -3733	 3570	 6076	 -3125	 7818	 1968	 -3883	 5671	 1547	 -2922	 -8990	 183	 2462	 -4983	 2348	 -2606	 7211	 -7838	 6398	 7461	 -9118	 -2514	 8662	 -5401	 -6221	 -3958	 -8757	 -91	 1199	 -4513	 -6953	 6504	 4120	 -3595	 1940	 2616	 -3200	 4140	 -9979	 1955	 8485	 -5021	 -1508	 -7759	 746	 2693	 -3027	 2595	 9346	 2882	 3572	 8427	 -9779	 1923	 -3290	 8431	 2705	 5033	 -2602	 -7478	 -9893
	 3607	 -8402	 -8201	 -2495	 5863	 -3754	 2038	 -114	 -3192	 9692	 744	 -222	 -6384	 7544	 -5535	 -7041	 749	 8261	 -2147	 -6812	 5493	 -589	 -1136	 -7453	 9045	 5050	 5518	 -7421	 911	 7518	 -1183	 -6679	 -4947	 -7261	 -6316	 -7796	 -4870	 7210	 -4784	 2880	 3094	 -3077	 -8934	 -4748	 -9466	 3725	 2421	 2237	 -4641	 3057	 5872	 -3679	 7810	 -1566	 -3697	 9437	 9186	 2718	 7046	 -6523	 4318	 -6017	 -2330	 -4528	 4562	 -5405	 2020	 -8462	 -8126	 6231	 -373	 6595	 6541	 590	 -7966	 3231	 -8740	 -4131	 -7657	 -7773	 -7608	 2431	 -9001	 -144	 5701	 -2393	 3774	 2529	 -1782	 9170	 -1048	 8087	 576	 9841	 -157	 4865	 4828	 -9025	 6090
	 -5415	 1626	 -7335	 -7409	 -6798	 7606	 -418	 8421	 5012	 8936	 7124	 9819	 9666	 172	 844	 1028	 9146	 8957	 -6373	 4749	 2361	 6562	 9702	 -16	 8684	 -8190	 -7645	 9180	 8578	 1743	 3030	 8912	 9406	 6164	 -6384	 -1288	 -2430	 5175	 -9295	 -8776	 4334	 8955	 -9004	 3496	 -8000	 -2773	 -9692	 -5969	 -483	 -7815	 -4796	 3077	 -7771	 -6810	 -4146	 -5226	 -907	 -5924	 -8478	 8797	 -7434	 -5341	 -4078	 6557	 -8729	 6885	 8722	 2321	 3629	 3054	 1584	 3221	 1854	 -1423	 -7635	 3757	 -38	 5044	 9539	 -9841	 6978	 -9332	 348	 7928	 -2974	 4623	 -9178	 -8102	 1665	 -503	 3623	 -7728	 6744	 1636	 470	 -7532	 5864	 -6810	 -59
